1430,619,527,536,35,30,15,11
1431,1227,1215,1115,86,70,39,25
1432,323,259,250,20,11,13,12
1433,313,322,227,31,25,7,6
1434,472,375,330,50,15,11,2
1435,2157,2157,2068,88,88,34,28
1436,481,527,520,32,17,8,9
1437,223,234,199,15,18,8,7
1439,99,99,90,10,13,6,6
1441,734,680,682,45,40,27,22
1443,4978,4449,4330,330,243,336,252
1444,1196,1160,1111,60,73,43,47
1445,615,654,597,39,54,16,17
1446,1548,1421,1353,110,79,35,25
1447,1342,1214,1206,87,71,162,140
1448,389,351,361,32,12,17,9
1449,759,681,664,61,37,24,17
1450,3717,3350,2937,260,218,112,77
1451,6595,6258,5735,422,304,261,202
1452,1132,1108,1084,79,67,52,44
1453,710,710,676,35,32,55,38
1454,1112,997,798,76,55,56,30
1456,71,73,69,2,5,8,5
1457,3181,2919,2681,174,154,139,104
2001,502,525,490,40,29,32,32
2002,610,620,546,47,36,27,21
2003,1021,1016,898,47,69,41,32
2004,182,196,193,7,10,16,11
2005,380,395,334,20,22,17,6
2006,262,265,292,14,11,12,9
2007,122,115,107,9,9,10,6
2008,294,304,260,28,24,14,10
2009,534,529,495,47,29,23,18
2010,173,173,177,9,13,4,3
2011,1138,1132,1138,76,71,47,31
2012,71,68,63,4,7,4,1
2013,386,414,413,25,26,19,9
2014,729,742,724,41,41,35,22
2015,72,80,66,3,6,4,3
2016,216,208,179,15,16,9,6
2017,323,304,279,25,18,14,17
2018,2574,2514,2463,152,144,141,137
2019,362,385,378,22,27,21,20
2020,455,464,499,27,20,22,25
2021,84,83,92,0,6,6,4
2022,403,408,433,35,23,30,12
2023,102,108,100,9,1,3,3
2024,51,54,45,3,1,6,0
2025,367,362,359,23,19,11,12
2027,214,249,266,13,11,18,11
2028,2606,2616,2385,147,159,119,84
2029,354,375,394,26,22,15,10
2030,257,296,307,11,14,12,8
2031,661,664,701,56,43,43,45
2032,253,240,243,15,12,11,8
2033,104,108,117,3,7,6,7
2034,121,103,101,7,10,4,3
2035,280,283,250,20,17,7,14
2036,72,88,82,8,8,2,2
2037,1386,1398,1301,73,77,64,48
2038,59,74,75,2,3,10,5
2039,173,177,184,6,14,11,4
2040,180,177,184,14,9,9,10
2041,807,827,837,49,37,45,37
2042,384,408,372,22,23,19,15
2043,65,71,72,3,3,3,4
2044,25,29,24,1,1,1,1
2046,557,556,580,31,21,25,16
2047,108,130,147,5,6,5,4
2048,133,117,110,8,11,8,1
2049,739,739,708,45,43,35,29
2050,323,314,298,25,15,17,14
2051,391,385,384,25,18,42,34
2052,135,143,135,9,4,5,7
2053,571,557,587,22,32,25,18
2054,542,529,504,35,36,11,8
2055,88,99,98,0,4,6,8
2056,179,170,154,8,19,6,5
2057,1406,1469,1528,80,70,158,144
2058,856,803,796,44,62,31,29
2059,2714,2692,2664,201,184,158,130
2060,257,284,277,11,9,14,12
2061,246,285,280,19,18,7,11
2062,137,141,127,8,8,3,0
2063,378,382,386,29,22,17,17
2064,3832,3861,3907,216,192,574,465
2065,600,634,638,37,48,22,30
2066,196,212,207,15,7,13,5
2067,210,217,207,9,13,13,5
2068,88,108,97,1,12,2,5
2069,105,121,123,5,7,5,7
2070,445,444,447,23,34,21,22
2071,658,636,596,35,30,24,19
2072,186,188,169,11,15,8,8
2073,670,592,548,51,39,26,18
2074,593,615,582,39,41,26,15
2075,195,203,208,10,11,11,6
2076,152,175,141,8,7,1,2
2078,163,155,158,16,16,2,8
2079,149,161,148,6,5,11,7
2080,333,364,365,15,20,14,10
2081,434,490,383,29,24,17,13
2082,110,110,126,11,7,3,5
2083,750,719,718,49,39,47,27
2084,257,262,253,18,24,10,2
2085,1015,1012,686,63,78,26,10
2086,1006,1068,999,69,51,41,34
2087,34,30,28,3,2,1,1
2088,92,67,78,2,7,6,3
2089,1148,1143,1099,59,61,59,47
2090,207,214,216,18,13,9,7
2091,95,103,93,14,7,7,6
2093,1298,1236,1276,91,81,73,60
2094,464,408,379,25,23,22,6
2095,5686,5750,6117,437,430,521,445
2096,197,193,172,10,12,9,14
2097,256,259,243,22,18,12,11
2098,379,383,411,27,12,14,16
2099,221,243,221,14,14,9,6
2100,138,136,128,12,13,5,3
2101,192,203,205,11,9,15,9
2102,191,207,156,11,23,7,10
2103,1339,1277,1244,101,67,67,64
2104,99,103,107,3,5,5,5
2105,196,201,205,13,15,10,5
2106,810,829,741,75,46,164,105
2107,107,101,91,14,7,4,3
2108,159,147,129,10,8,12,6
2109,475,496,509,31,30,30,20
2110,2235,2250,2106,145,163,247,196
2111,721,706,641,38,42,24,21
2112,553,609,616,33,33,33,23
2114,1563,1397,1276,77,54,257,109
2115,190,223,216,6,8,8,6
2116,147,132,154,12,4,9,10
2117,68,72,79,8,1,4,2
2118,129,118,117,6,6,7,8
2119,327,345,342,16,22,13,11
2120,196,196,188,7,12,5,7
2121,240,257,274,9,22,10,11
2122,54,57,58,0,6,2,2
2123,301,295,320,11,18,18,16
2124,651,640,640,42,32,41,33
2125,193,219,209,16,12,11,7
2126,455,516,538,29,39,39,27
2127,192,194,208,12,18,5,13
2128,1475,1558,1586,73,88,87,64
2129,18,20,20,2,2,4,1
2130,194,184,202,14,10,6,9
2131,1861,1911,1966,115,74,82,60
2132,194,207,182,11,15,7,8
2133,404,424,420,29,32,36,15
2134,862,878,875,41,42,49,30
2135,1157,1196,1195,100,71,118,101
2136,128,133,144,7,6,6,12
2137,160,125,116,12,13,2,6
2138,200,190,186,14,9,11,5
2139,442,432,404,32,27,17,17
2140,456,453,444,21,26,28,16
2141,1778,1827,1877,113,103,208,180
2142,253,241,224,18,16,9,6
2143,185,197,196,12,14,13,9
2144,144,139,124,5,9,8,0
2145,545,569,563,47,20,23,13
2146,94,83,76,5,4,6,3
2148,255,260,255,14,11,14,9
2149,62,64,58,5,4,0,1
2150,63,70,72,3,2,3,4
2151,116,110,114,5,7,5,7
2152,89,91,88,11,5,0,2
2153,764,783,746,65,37,28,35
2154,365,340,312,27,32,15,16
2155,166,179,194,15,5,12,13
2156,257,242,212,22,17,16,10
2157,836,768,748,42,31,40,34
2158,273,280,256,21,12,12,4
2159,295,286,289,18,11,19,11
2160,544,525,554,27,42,29,36
2162,291,289,269,22,25,7,8
2163,2585,2644,2700,173,183,190,168
2164,325,323,324,17,16,14,13
2165,1654,1635,1683,94,93,106,85
